ZCTA5CE,year,job_count,job_accessibility
80135,2020,1497,15230.629676930124
80135,2021,1474,15264.958570342085
80135,2022,1555,16182.956698763099
80135,2023,1566,16639.101538796745
80137,2015,476,67545.60173852753
80137,2016,608,69938.46637771247
80137,2017,644,71771.59476787763
80137,2018,700,74807.07035346824
80137,2019,629,75678.42526069982
80137,2020,586,73341.78369276381
80137,2021,590,73458.36357667443
80137,2022,657,81865.06142227615
80137,2023,689,85378.9307842759
80138,2015,7204,79828.79887548373
80138,2016,7578,81935.01278843344
80138,2017,8249,84993.60949353236
80138,2018,8410,87489.23406195611
80138,2019,8629,89161.63974656283
80138,2020,8185,86122.00766071974
80138,2021,8406,87254.8936043016
80138,2022,9317,93150.78794312823
80138,2023,8615,96092.90135267087
80202,2015,107556,494628.3770769501
80202,2016,107197,507693.25256338815
80202,2017,108631,507617.3308416331
80202,2018,114540,530430.1455535804
80202,2019,119828,535398.1099013635
80202,2020,117144,503021.3206489182
80202,2021,111702,502677.8452459697
80202,2022,127030,544425.1225103128
80202,2023,114073,546866.7571547036
80203,2015,39857,502666.22229455475
80203,2016,41546,516233.7831214913
80203,2017,30387,513106.5873919237
80203,2018,40711,538409.6805514446
80203,2019,41078,542626.5501413547
80203,2020,24959,506593.7295304869
80203,2021,36029,509413.8834429148
80203,2022,27408,547571.1541682972
80203,2023,27931,551298.4909116362
80204,2015,31777,465843.30974344077
80204,2016,33730,478925.6708121361
80204,2017,35472,478287.3934391111
80204,2018,36385,498893.6937263475
80204,2019,34768,502537.1821284078
80204,2020,33317,471886.36631651403
80204,2021,33685,472954.6535344482
80204,2022,37662,509183.29381672246
80204,2023,38306,512731.4069348464
80205,2015,16333,470998.4301834994
80205,2016,17760,483461.08013690746
80205,2017,17826,483988.72999775957
80205,2018,19419,505641.30553136964
80205,2019,19825,509794.2532115206
80205,2020,18256,479517.07753579173
80205,2021,18308,478865.59740471665
80205,2022,20910,519010.840689166
80205,2023,22320,524230.6807039616
80206,2015,21536,481884.64476299565
80206,2016,21595,494709.6270639319
80206,2017,21925,493965.2903625544
80206,2018,22739,516705.1092370878
80206,2019,23123,520802.85561535973
80206,2020,22197,489119.3374905008
80206,2021,22208,489437.7795336834
80206,2022,25397,528632.8179661782
80206,2023,26046,534771.4778868122
80207,2015,8806,418717.78333933925
80207,2016,7697,429757.9346665972
80207,2017,7664,432185.712441306
80207,2018,8494,450842.0652913855
80207,2019,8743,454548.87956641754
80207,2020,7850,429637.8976170326
80207,2021,7945,427006.04193096457
80207,2022,8333,463797.0995374773
80207,2023,9318,471577.5385173305
80209,2015,11410,474481.4001643895
80209,2016,11657,487142.321358702
80209,2017,11143,486021.4970153758
80209,2018,13906,507886.41978835134
80209,2019,14541,511672.0926706065
80209,2020,13228,480969.95099024166
80209,2021,13472,482022.0219778821
80209,2022,14297,518436.28276153776
80209,2023,14804,524897.2945671766
80210,2015,17002,440744.0131774533
80210,2016,18187,452157.4663756268
80210,2017,18593,452569.91470886685
80210,2018,19036,470679.71843636554
80210,2019,21418,474374.5636601836
80210,2020,21075,448674.1942791332
80210,2021,21157,448651.91115486517
80210,2022,21527,482410.5115662375
80210,2023,22748,489686.96853718767
80211,2015,14231,441296.45782852656
80211,2016,14852,453813.02605020476
80211,2017,14159,455068.30624164845
80211,2018,14649,473562.12021354603
80211,2019,14920,478319.99022280594
80211,2020,13436,450635.00392329355
80211,2021,14673,450297.90149604186
80211,2022,17796,487203.4078031872
80211,2023,18549,491351.84971578844
80212,2015,4266,398440.0563084423
80212,2016,5142,410335.2274652883
80212,2017,5405,412158.8906894627
80212,2018,5206,427343.7329326445
80212,2019,5630,431935.00829698873
80212,2020,5418,407268.77620326873
80212,2021,5570,407063.12397927605
80212,2022,6058,438536.8485354605
80212,2023,6485,443485.24889679777
80214,2015,10994,383985.9990326586
80214,2016,11100,395561.2511681328
80214,2017,9947,396764.6615468889
80214,2018,9335,410765.4706895072
80214,2019,9624,414421.65680550056
80214,2020,8833,390617.7653988552
80214,2021,9401,390743.9425165125
80214,2022,9610,418576.449496514
80214,2023,9869,423805.1070474623
80215,2015,14083,320614.47642456077
80215,2016,18307,330454.38483593863
80215,2017,19982,332504.0161635942
80215,2018,20524,343027.4539029874
80215,2019,20452,346321.97269910545
80215,2020,15647,327080.5203225936
80215,2021,15285,326226.08422975946
80215,2022,15360,347418.2237801013
80215,2023,15424,352891.2001099183
80216,2015,36263,418631.0790136331
80216,2016,36790,429939.75334980176
80216,2017,37627,432310.9386331282
80216,2018,37831,450036.93176782696
80216,2019,37108,453989.5137587121
80216,2020,37485,428981.0682836268
80216,2021,36981,427347.8136320921
80216,2022,38850,463156.5543452743
80216,2023,39425,469143.7129481821
80218,2015,12082,496915.332548475
80218,2016,12688,510220.24815927737
80218,2017,12773,508060.14843164384
80218,2018,13109,532481.4763140685
80218,2019,10669,536632.0408166216
80218,2020,9398,502115.18291162833
80218,2021,10067,503960.130701364
80218,2022,13586,542880.1321557437
80218,2023,14676,547629.6226628991
80219,2015,6113,411222.8438040412
80219,2016,7036,422413.26044305664
80219,2017,7166,422611.64218450384
80219,2018,7594,439112.71015274315
80219,2019,7064,441555.54513827414
80219,2020,6148,416255.579545385
80219,2021,6334,416688.4650841817
80219,2022,6860,446293.19629709405
80219,2023,6860,451970.3197024422
80220,2015,11231,439060.9823903068
80220,2016,11593,450867.25058801565
80220,2017,12210,452450.2727883827
80220,2018,12445,471924.7249225578
80220,2019,13057,475905.79225757654
80220,2020,12533,449784.7104288982
80220,2021,11735,447578.98003573704
80220,2022,13853,485427.68274710525
80220,2023,14057,493323.6235651484
80221,2015,13927,359214.28560595954
80221,2016,15126,370060.00683375914
80221,2017,15849,373587.34474947857
80221,2018,15032,386952.04042546457
80221,2019,15047,391440.1556923564
80221,2020,13142,370289.6368907521
80221,2021,13295,369243.85620754946
80221,2022,13497,398662.30306899565
80221,2023,14420,404035.7831023161
80222,2015,23692,425397.3951253924
80222,2016,23328,436455.37598743796
80222,2017,22085,437817.9292280479
80222,2018,23323,454416.4991559915
80222,2019,23043,458156.16360651393
80222,2020,22027,435153.60858533456
80222,2021,23356,434876.59512326034
80222,2022,25141,468361.0613470173
80222,2023,25547,475982.5025881933
80223,2015,21698,449608.941662436
80223,2016,22123,461702.6271121534
80223,2017,23293,461073.37322377774
80223,2018,23743,480715.9266789262
80223,2019,21759,483556.98886790033
80223,2020,19753,454891.44530321704
80223,2021,19760,455914.642149174
80223,2022,20711,489061.9537471533
80223,2023,21757,494978.0322237876
80224,2015,7121,426833.9450569043
80224,2016,8268,438396.34233701933
80224,2017,8024,439929.4325022936
80224,2018,8276,457119.17484363605
80224,2019,8331,460883.79245153995
80224,2020,8080,437554.3627282623
80224,2021,8463,436439.2183346603
80224,2022,8738,471010.0553800142
80224,2023,8724,478959.6208501922
80226,2015,19956,345805.18555133214
80226,2016,19458,355878.76588271925
80226,2017,19402,357251.4091143389
80226,2018,18194,369003.37810371426
80226,2019,18029,371618.4635374897
80226,2020,21370,351783.0311724292
80226,2021,21482,351375.5461771375
80226,2022,21198,374567.2907429126
80226,2023,22351,380276.254351827
80227,2015,9482,283212.2947964956
80227,2016,6685,290005.8760376508
80227,2017,6705,291595.1557727415
80227,2018,6767,300758.02414365456
80227,2019,6507,302501.42917572387
80227,2020,6310,287375.3552500575
80227,2021,6100,286323.47775787517
80227,2022,6232,305058.08543472615
80227,2023,6463,310587.55423702876
80228,2015,13765,242123.70010185053
80228,2016,14330,248365.3071136497
80228,2017,14375,249986.4738180955
80228,2018,14935,257564.90709605132
